survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,group_survival_rate,group_mean_fare,group_median_age,group_passenger_count,log_fare_zscore
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-1.3942229498762084
0,3,male,19.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
1,1,female,42.0,0,0,227.525,C,First,woman,False,Unknown,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.5497045522452972
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,-0.14903715526900022
0,3,male,32.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
1,1,female,35.0,1,0,52.0,S,First,woman,False,Unknown,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.0408277503255374
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,2,male,18.0,0,0,73.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,1.3924082286355355
0,3,male,1.0,5,2,46.9,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.936361092700485
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
0,3,male,25.0,0,0,7.7292,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8214439504217126
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Unknown,Cherbourg,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.4102164299119116
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.8931715298766851
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8135961720983267
0,3,male,28.0,2,0,7.925,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.834129231109428
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.09156500424402261
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8135961720983267
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.806763380796033
0,2,male,46.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,2,male,23.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.35983961362319966
1,3,male,39.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,3,male,26.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,female,21.0,1,0,9.825,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,-0.5992616204389827
0,3,male,28.0,1,0,15.85,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.1423794216910609
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.7165619336211217
0,2,male,34.0,1,0,21.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.1329851701219792
0,3,male,51.0,0,0,7.75,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,2,male,3.0,1,1,18.75,S,Second,child,False,Unknown,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.021587667954472933
0,3,male,21.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
0,3,female,21.5,3,1,25.4667,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.32384119624754826
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,male,25.0,0,0,6.8583,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9299653348541039
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.5989745568795648
0,2,male,30.0,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-3.0585777291682934
1,3,male,44.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,3,female,21.5,0,0,8.05,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.7841792430073967
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.5671628780396996
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
0,2,male,30.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,female,10.0,0,2,24.15,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.2711522804976662
0,3,male,25.0,0,0,7.8958,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8209591021193487
0,3,male,29.0,0,0,7.875,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8043406630039285
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,-0.23528881360946907
0,3,male,18.0,1,1,20.2125,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.09534793704965058
0,3,male,25.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,3,female,21.5,1,0,16.1,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.12717266791993012
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,17.0,0,0,7.125,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8955045384601199
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.1141402035210881
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.8931715298766851
0,3,female,21.0,2,2,34.375,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.6233938271906204
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.021587667954472933
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,2.6987007794454887
0,2,male,31.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.35395586016517094
0,3,male,20.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
0,3,male,25.0,1,0,7.775,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,3,male,25.0,0,0,8.1125,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7770730902669089
1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.5021989568725875
1,2,female,13.0,0,1,19.5,S,Second,child,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.06007112543995847
1,1,male,34.0,0,0,26.55,S,First,man,True,Unknown,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,3,female,5.0,2,1,19.2583,C,Third,child,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,0.047825129435189045
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.5036031274312862
0,2,male,36.0,1,2,27.75,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.40928266156909443
0,3,male,25.0,1,0,19.9667,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.0833137463231359
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.40928266156909443
1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.588760118059578
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,3,male,29.0,0,0,7.8958,C,Third,man,True,Unknown,Cherbourg,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,1,female,35.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.038145562232327
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.5368057694182641
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
0,3,male,34.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.7372759377222563
0,2,male,48.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,male,38.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9050797531497122
0,2,male,30.0,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-3.0585777291682934
0,1,male,56.0,0,0,26.55,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
0,3,male,25.0,0,0,7.725,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8219408604763344
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,0.047825129435189045
0,3,male,25.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,3,male,38.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.40928266156909443
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.2769007052339032
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.5980700220174994
0,1,male,40.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,1.0408277503255374
0,2,male,34.0,1,0,21.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.1329851701219792
0,3,male,29.0,1,0,7.0458,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.9056185997745971
0,3,male,22.0,0,0,7.5208,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8463932397472813
1,3,female,2.0,0,1,12.2875,S,Third,child,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.38763069046803694
0,3,male,9.0,5,2,46.9,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.936361092700485
0,2,male,30.0,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-3.0585777291682934
0,3,male,50.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.6221672631581132
1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.6111475224786775
0,3,female,21.5,3,1,25.4667,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.32384119624754826
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.5989745568795648
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.4770416648490861
0,3,male,30.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,3,male,9.0,1,1,15.9,S,Third,child,False,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.13932010117845442
0,3,male,25.0,1,0,19.9667,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.0833137463231359
0,3,male,21.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.5036031274312862
0,1,male,71.0,0,0,49.5042,C,First,man,True,Unknown,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.9910237262754293
0,3,male,21.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,male,25.0,0,0,14.4583,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.23138736843472296
1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.4564440718289613
0,3,male,25.0,0,0,15.1,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.1893914833819289
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,0.9680851063829787,106.12579787234043,35.0,94,2.132408321022389
0,3,male,24.0,0,0,7.7958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8135961720983267
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,no,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,3,female,21.5,0,0,7.6292,Q,Third,woman,False,Unknown,Queenstown,no,True,0.5,16.118809722222224,21.5,144,-0.8333405692374476
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.6221672631581132
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.5584783893656837
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.7938227894866787
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
1,1,male,40.0,0,0,26.55,S,First,man,True,Unknown,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
0,3,male,28.0,0,0,22.525,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,0.20218592718197398
1,3,male,26.0,0,0,56.4958,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,1.1248955097361595
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.3553757823476229
1,1,female,54.0,1,0,59.4,C,First,woman,False,Unknown,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.1757752036108362
0,3,male,24.0,0,0,7.4958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8494271027413144
0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.6130033879569109
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.5368057694182641
0,3,male,25.0,0,0,24.15,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,0.2711522804976662
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,32.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.6379421972192298
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,male,25.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.1511968252901217
0,3,male,25.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.5368057694182641
0,1,male,40.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,2.523411982756633
0,3,male,39.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,2,male,23.0,2,1,11.5,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,-0.4507125974257932
1,2,female,2.0,1,1,26.0,S,Second,child,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,25.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,3,male,17.0,1,1,7.2292,C,Third,man,True,Unknown,Cherbourg,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
1,3,female,21.5,0,2,22.3583,C,Third,woman,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,0.19484336402527688
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.7165619336211217
1,2,female,7.0,0,2,26.25,S,Second,child,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.35395586016517094
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,1,female,30.0,0,0,106.425,C,First,woman,False,Unknown,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.7703041212742283
0,3,male,25.0,0,0,14.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.2286058134653583
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,0.9909378569025421
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.3571652197109427
0,3,female,9.0,4,2,31.275,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.5286989276421437
0,3,female,11.0,4,2,31.275,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.5286989276421437
1,2,male,32.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.7703041212742283
0,1,male,64.0,0,0,26.0,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.3444394801955362
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
1,2,male,30.0,0,0,13.8625,C,Second,man,True,Unknown,Cherbourg,yes,True,0.1574074074074074,19.74178240740741,30.0,108,-0.27197037165090676
0,3,male,33.0,1,1,20.525,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.11044794172866994
1,2,male,8.0,1,1,36.75,S,Second,child,False,Unknown,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.6904870950626278
1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.812289926928167
0,2,male,27.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,3,male,25.0,0,0,7.8292,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.809682843697731
1,3,male,22.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
1,3,female,22.0,0,0,7.775,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.8160407306065733
0,1,male,62.0,0,0,26.55,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,0.7656365698356679
0,1,male,40.0,0,0,227.525,C,First,man,True,Unknown,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,2.5497045522452972
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.4743073772537167
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.05151766087005573
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,3,male,40.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,2,male,28.0,0,0,13.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.29746598596845064
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,female,21.5,0,0,8.05,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.7841792430073967
0,3,male,24.0,2,0,24.15,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.2711522804976662
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
